image_id,x,y
CLEVR_UNAMBIGOUS-COLOR_007011.json,0.0034287571907043457,0.037888262420892715
CLEVR_UNAMBIGOUS-COLOR_004383.json,0.3144760727882385,-0.12830793857574463
CLEVR_UNAMBIGOUS-COLOR_008841.json,0.05375489592552185,0.13689032196998596
CLEVR_UNAMBIGOUS-COLOR_006524.json,0.04458654671907425,0.14132313430309296
CLEVR_UNAMBIGOUS-COLOR_001684.json,-0.17002473771572113,0.13552550971508026
CLEVR_UNAMBIGOUS-COLOR_008120.json,0.26739317178726196,0.005772359669208527
CLEVR_UNAMBIGOUS-COLOR_004023.json,-0.32121363282203674,-0.08355924487113953
CLEVR_UNAMBIGOUS-COLOR_006521.json,0.30255213379859924,0.5950425267219543
CLEVR_UNAMBIGOUS-COLOR_003095.json,-0.00019234418869018555,-0.08080866932868958
CLEVR_UNAMBIGOUS-COLOR_001991.json,-0.1109958291053772,-0.3093767762184143
CLEVR_UNAMBIGOUS-COLOR_008667.json,0.04090092331171036,0.2309376299381256
CLEVR_UNAMBIGOUS-COLOR_004501.json,-0.3135449290275574,0.3233276605606079
CLEVR_UNAMBIGOUS-COLOR_004315.json,-0.12613438069820404,-0.09231129288673401
CLEVR_UNAMBIGOUS-COLOR_000785.json,-0.20836684107780457,0.13128525018692017
CLEVR_UNAMBIGOUS-COLOR_003020.json,0.26581835746765137,0.12141105532646179
CLEVR_UNAMBIGOUS-COLOR_009600.json,0.1991557627916336,0.1440804898738861
CLEVR_UNAMBIGOUS-COLOR_009154.json,0.04063096642494202,0.24775828421115875
CLEVR_UNAMBIGOUS-COLOR_003742.json,0.04397140443325043,0.03589177131652832
CLEVR_UNAMBIGOUS-COLOR_004519.json,0.049174293875694275,-0.09391158074140549
CLEVR_UNAMBIGOUS-COLOR_002597.json,-0.3375365436077118,0.19809795916080475
CLEVR_UNAMBIGOUS-COLOR_004100.json,-0.06364162266254425,0.13542088866233826
CLEVR_UNAMBIGOUS-COLOR_007993.json,0.142661914229393,0.14042630791664124
CLEVR_UNAMBIGOUS-COLOR_007870.json,-0.22611269354820251,-0.05079983174800873
CLEVR_UNAMBIGOUS-COLOR_008455.json,0.07648997008800507,-0.053453318774700165
CLEVR_UNAMBIGOUS-COLOR_000637.json,-0.15591391921043396,-0.07738694548606873
CLEVR_UNAMBIGOUS-COLOR_003885.json,-0.058029867708683014,0.05345391109585762
CLEVR_UNAMBIGOUS-COLOR_002405.json,0.12587086856365204,-0.1873786300420761
CLEVR_UNAMBIGOUS-COLOR_005942.json,0.03117036446928978,0.22578001022338867
CLEVR_UNAMBIGOUS-COLOR_002182.json,-0.37997984886169434,-0.1900247186422348
CLEVR_UNAMBIGOUS-COLOR_007654.json,0.05165472626686096,0.3360302448272705
CLEVR_UNAMBIGOUS-COLOR_009525.json,-9.958446025848389e-05,0.23559775948524475
CLEVR_UNAMBIGOUS-COLOR_005253.json,0.17532587051391602,0.09161804616451263
CLEVR_UNAMBIGOUS-COLOR_000979.json,24.425518035888672,27.42123031616211
CLEVR_UNAMBIGOUS-COLOR_001171.json,24.661603927612305,26.200410842895508
CLEVR_UNAMBIGOUS-COLOR_006296.json,27.271007537841797,29.34123420715332
CLEVR_UNAMBIGOUS-COLOR_009017.json,24.53691864013672,25.579544067382812
CLEVR_UNAMBIGOUS-COLOR_002593.json,30.300168991088867,31.752849578857422
CLEVR_UNAMBIGOUS-COLOR_008376.json,20.7093505859375,23.058021545410156
CLEVR_UNAMBIGOUS-COLOR_000101.json,22.101701736450195,22.532817840576172
CLEVR_UNAMBIGOUS-COLOR_000405.json,18.93666648864746,20.748228073120117
CLEVR_UNAMBIGOUS-COLOR_007809.json,23.05049705505371,23.337156295776367
CLEVR_UNAMBIGOUS-COLOR_001563.json,21.656700134277344,22.447410583496094
CLEVR_UNAMBIGOUS-COLOR_000398.json,42.16070556640625,46.17734909057617
CLEVR_UNAMBIGOUS-COLOR_000380.json,25.724925994873047,26.946767807006836
CLEVR_UNAMBIGOUS-COLOR_000418.json,19.736162185668945,19.395536422729492
CLEVR_UNAMBIGOUS-COLOR_003410.json,20.330575942993164,22.588838577270508
CLEVR_UNAMBIGOUS-COLOR_001600.json,32.772884368896484,34.260013580322266
CLEVR_UNAMBIGOUS-COLOR_005252.json,22.935691833496094,24.456607818603516
CLEVR_UNAMBIGOUS-COLOR_008235.json,20.794021606445312,19.09723472595215
CLEVR_UNAMBIGOUS-COLOR_004759.json,24.08066177368164,22.44776725769043
CLEVR_UNAMBIGOUS-COLOR_005992.json,10.32302474975586,10.550676345825195
CLEVR_UNAMBIGOUS-COLOR_003983.json,29.00746726989746,27.882383346557617
CLEVR_UNAMBIGOUS-COLOR_005116.json,16.744184494018555,16.00908851623535
CLEVR_UNAMBIGOUS-COLOR_007780.json,28.617416381835938,30.592580795288086
CLEVR_UNAMBIGOUS-COLOR_007392.json,19.920669555664062,22.861326217651367
CLEVR_UNAMBIGOUS-COLOR_009853.json,13.337870597839355,13.241087913513184
CLEVR_UNAMBIGOUS-COLOR_003355.json,33.037193298339844,36.351776123046875
CLEVR_UNAMBIGOUS-COLOR_007563.json,23.527673721313477,21.998308181762695
CLEVR_UNAMBIGOUS-COLOR_005581.json,29.696073532104492,33.06517028808594
CLEVR_UNAMBIGOUS-COLOR_006408.json,17.59033966064453,18.61600112915039
CLEVR_UNAMBIGOUS-COLOR_006151.json,21.647918701171875,22.515336990356445
CLEVR_UNAMBIGOUS-COLOR_005364.json,15.660941123962402,18.37360382080078
CLEVR_UNAMBIGOUS-COLOR_007442.json,26.79492950439453,28.614370346069336
CLEVR_UNAMBIGOUS-COLOR_002909.json,21.577892303466797,24.229745864868164
CLEVR_UNAMBIGOUS-COLOR_000263.json,69.48746490478516,69.85340881347656
CLEVR_UNAMBIGOUS-COLOR_006552.json,58.44786834716797,59.42237091064453
CLEVR_UNAMBIGOUS-COLOR_001289.json,81.99200439453125,88.8079833984375
CLEVR_UNAMBIGOUS-COLOR_000171.json,64.10482025146484,67.6504898071289
CLEVR_UNAMBIGOUS-COLOR_006877.json,98.91099548339844,98.39456176757812
CLEVR_UNAMBIGOUS-COLOR_000298.json,101.8363037109375,97.40289306640625
CLEVR_UNAMBIGOUS-COLOR_004853.json,88.00273132324219,90.04090881347656
CLEVR_UNAMBIGOUS-COLOR_008533.json,56.8670539855957,57.83192443847656
CLEVR_UNAMBIGOUS-COLOR_000391.json,59.051998138427734,62.84064865112305
CLEVR_UNAMBIGOUS-COLOR_004908.json,81.78959655761719,82.01079559326172
CLEVR_UNAMBIGOUS-COLOR_004983.json,53.176246643066406,56.089080810546875
CLEVR_UNAMBIGOUS-COLOR_009463.json,62.42917251586914,66.11164093017578
CLEVR_UNAMBIGOUS-COLOR_002060.json,141.98020935058594,144.40391540527344
CLEVR_UNAMBIGOUS-COLOR_002744.json,44.82858657836914,46.55144500732422
CLEVR_UNAMBIGOUS-COLOR_000472.json,56.955413818359375,58.91581344604492
CLEVR_UNAMBIGOUS-COLOR_000591.json,65.2872543334961,63.36513900756836
